Aspect Ratio,Fill %,Horizontal Continuity,Count,Component
0.35294117647058826,8.784722222222221,True,3,resistor
0.7310924369747899,18.243055555555557,True,1,resistor
0.2857142857142857,6.1875,True,1,resistor
0.3389830508474576,4.354166666666667,True,3,resistor
0.5042016806722689,13.29861111111111,True,2,resistor
0.4117647058823529,7.166666666666667,True,3,resistor
0.19658119658119658,2.25,True,4,resistor
0.24369747899159663,5.152777777777778,True,8,resistor
0.9207920792079208,9.694444444444445,True,3,resistor
0.3217391304347826,3.1805555555555554,True,1,resistor
0.9333333333333333,10.319444444444445,True,1,resistor
0.8508771929824561,8.618055555555555,True,1,resistor
1.1518987341772151,6.236111111111111,True,3,resistor
3.090909090909091,2.1180555555555554,True,1,resistor
0.6521739130434783,2.9444444444444446,True,1,resistor
0.6050420168067226,17.256944444444443,True,0,resistor
1.1341463414634145,9.36111111111111,True,5,resistor
0.5,4.069444444444445,True,4,resistor
0.8981481481481481,8.333333333333334,True,10,resistor
2.473684210526316,5.861111111111111,True,0,resistor
2.238095238095238,5.680555555555555,True,3,resistor
1.631578947368421,5.3125,True,1,resistor
1.7272727272727273,5.166666666666667,True,2,resistor
0.5652173913043478,3.388888888888889,True,0,resistor
0.4117647058823529,5.395833333333333,True,2,resistor
0.5462184873949579,10.152777777777779,True,0,resistor
0.6134453781512605,15.034722222222221,True,1,resistor
0.635593220338983,19.069444444444443,True,0,resistor
0.6050420168067226,8.805555555555555,True,2,resistor
0.8235294117647058,10.770833333333334,True,0,resistor
0.5210084033613446,3.513888888888889,True,4,resistor
0.9690721649484536,12.493055555555555,True,7,resistor
0.5882352941176471,12.840277777777779,True,3,resistor
0.25210084033613445,8.8125,True,3,resistor
0.43103448275862066,3.7569444444444446,True,0,resistor
0.5714285714285714,17.104166666666668,True,3,resistor
0.2689075630252101,5.048611111111111,True,2,resistor
0.24369747899159663,4.652777777777778,True,2,resistor
0.16666666666666666,3.3958333333333335,True,6,resistor
0.19491525423728814,3.0,True,3,resistor
0.37815126050420167,6.055555555555555,True,2,resistor
0.3445378151260504,3.8541666666666665,True,4,resistor
0.2689075630252101,6.402777777777778,True,0,resistor
0.3025210084033613,8.1875,True,0,resistor
0.3697478991596639,8.868055555555555,True,4,resistor
1.0,100.0,True,0,resistor
1.467741935483871,6.479166666666667,True,0,resistor
0.2184873949579832,3.6458333333333335,True,4,resistor
0.4789915966386555,9.805555555555555,True,3,resistor
0.6120689655172413,2.2430555555555554,True,1,resistor
1.0,100.0,True,0,resistor
1.1097560975609757,8.631944444444445,True,3,resistor
0.35294117647058826,10.17361111111111,True,4,resistor
0.33613445378151263,11.291666666666666,True,3,resistor
0.7192982456140351,6.916666666666667,True,3,resistor
0.7538461538461538,3.201388888888889,True,0,resistor
0.5630252100840336,14.29861111111111,True,1,resistor
0.5714285714285714,7.555555555555555,True,7,resistor
1.0,100.0,True,0,resistor
0.4369747899159664,9.034722222222221,True,1,resistor
0.21367521367521367,3.4444444444444446,True,4,resistor
0.3559322033898305,4.229166666666667,True,5,resistor
0.26956521739130435,3.2083333333333335,True,2,resistor
0.4957983193277311,4.638888888888889,True,3,resistor
0.5210084033613446,11.805555555555555,True,3,resistor
1.4754098360655739,6.805555555555555,True,0,resistor
0.42735042735042733,3.3819444444444446,True,4,resistor
0.6470588235294118,17.57638888888889,True,1,resistor
0.35294117647058826,11.770833333333334,True,1,resistor
0.3025210084033613,10.6875,True,0,resistor
0.44537815126050423,11.555555555555555,True,0,resistor
0.42857142857142855,11.479166666666666,True,2,resistor
0.47413793103448276,7.048611111111111,True,5,resistor
0.9381443298969072,14.67361111111111,True,5,resistor
1.108433734939759,12.972222222222221,True,1,resistor
0.39473684210526316,4.701388888888889,True,1,resistor
0.16379310344827586,2.6041666666666665,True,1,resistor
0.2605042016806723,6.083333333333333,True,9,resistor
0.23931623931623933,3.4791666666666665,True,2,resistor
0.19327731092436976,4.277777777777778,True,3,resistor
0.09401709401709402,1.8472222222222223,True,3,resistor
0.25210084033613445,7.138888888888889,True,3,resistor
0.4117647058823529,6.923611111111111,True,2,resistor
0.36134453781512604,10.25,True,1,resistor
0.20168067226890757,5.555555555555555,True,3,resistor
1.0,100.0,True,0,resistor
0.42016806722689076,10.11111111111111,True,4,resistor
0.3893805309734513,3.236111111111111,False,0,resistor
0.5233644859813084,10.86111111111111,True,0,resistor
1.0,100.0,True,0,resistor
1.1195652173913044,3.5972222222222223,True,1,resistor
1.8135593220338984,6.083333333333333,True,2,resistor
0.75,3.798611111111111,True,1,resistor
1.2207792207792207,9.6875,True,7,resistor
0.31932773109243695,8.055555555555555,True,1,resistor
0.4789915966386555,12.6875,True,4,resistor
1.5740740740740742,5.881944444444445,True,2,resistor
1.3846153846153846,6.513888888888889,True,0,resistor
0.2605042016806723,4.590277777777778,True,3,resistor
0.35294117647058826,3.4375,True,7,resistor
1.6031746031746033,3.798611111111111,True,2,resistor
1.5932203389830508,6.819444444444445,True,3,resistor
0.4576271186440678,2.5902777777777777,True,2,resistor
0.5966386554621849,16.51388888888889,True,1,resistor
0.9230769230769231,6.409722222222222,True,1,resistor
0.09482758620689655,1.3541666666666667,True,1,resistor
0.7876106194690266,3.5,True,4,resistor
0.2773109243697479,6.909722222222222,True,4,resistor
0.3333333333333333,3.4583333333333335,True,0,resistor
0.31092436974789917,4.291666666666667,True,3,resistor
0.9782608695652174,8.32638888888889,True,3,resistor
0.7394957983193278,8.67361111111111,True,3,resistor
0.5630252100840336,7.465277777777778,True,5,resistor
0.48739495798319327,5.909722222222222,True,0,resistor
1.0,100.0,True,0,resistor
0.5462184873949579,11.118055555555555,True,3,resistor
0.20869565217391303,3.263888888888889,True,4,resistor
0.5378151260504201,14.840277777777779,True,9,resistor
1.5769230769230769,7.5,True,3,resistor
0.5462184873949579,14.458333333333334,True,2,resistor
0.47058823529411764,3.9791666666666665,True,1,resistor
0.6235294117647059,5.743055555555555,True,4,resistor
0.453781512605042,6.638888888888889,True,4,resistor
0.5714285714285714,13.79861111111111,True,6,resistor
0.31932773109243695,7.270833333333333,True,0,resistor
0.9722222222222222,1.7777777777777777,True,2,resistor
1.2698412698412698,4.909722222222222,True,1,resistor
0.6129032258064516,7.694444444444445,True,4,resistor
0.11864406779661017,1.3680555555555556,True,1,resistor
1.0,100.0,True,0,resistor
1.0869565217391304,5.430555555555555,True,3,resistor
0.16806722689075632,2.2152777777777777,True,0,resistor
1.421875,6.104166666666667,True,1,resistor
1.5076923076923077,5.076388888888889,True,0,resistor
0.36134453781512604,5.763888888888889,True,1,resistor
2.1777777777777776,5.083333333333333,True,3,resistor
0.5294117647058824,6.111111111111111,True,3,resistor
0.6470588235294118,9.284722222222221,True,1,resistor
0.29411764705882354,8.055555555555555,True,3,resistor
0.19130434782608696,2.9027777777777777,True,2,resistor
0.48739495798319327,10.54861111111111,True,4,resistor
0.16379310344827586,2.4027777777777777,True,0,resistor
0.42016806722689076,7.152777777777778,True,0,resistor
0.3697478991596639,6.284722222222222,True,2,resistor
0.4322033898305085,5.784722222222222,True,3,resistor
0.6890756302521008,11.972222222222221,True,8,resistor
0.5,4.027777777777778,True,0,resistor
0.47413793103448276,4.506944444444445,True,3,resistor
0.3277310924369748,4.145833333333333,True,4,resistor
0.5882352941176471,7.833333333333333,True,3,resistor
0.391304347826087,3.4027777777777777,True,1,resistor
0.5630252100840336,7.25,True,2,resistor
0.16379310344827586,3.3541666666666665,True,1,resistor
0.2631578947368421,6.319444444444445,True,2,resistor
2.5714285714285716,5.402777777777778,True,0,resistor
0.3445378151260504,8.583333333333334,True,2,resistor
1.0,4.333333333333333,True,1,resistor
0.39655172413793105,2.798611111111111,True,6,resistor
0.3025210084033613,5.416666666666667,True,5,resistor
0.5126050420168067,2.5416666666666665,False,0,resistor
0.9574468085106383,8.680555555555555,True,0,resistor
1.0,100.0,True,0,resistor
0.3879310344827586,2.1458333333333335,True,2,resistor
0.453781512605042,10.79861111111111,True,1,resistor
1.0,100.0,True,0,resistor
1.4202898550724639,5.340277777777778,True,3,resistor
1.0789473684210527,9.409722222222221,True,0,resistor
0.15517241379310345,2.3472222222222223,True,2,resistor
2.0,1.125,True,0,resistor
1.1940298507462686,7.597222222222222,True,2,resistor
0.1896551724137931,2.236111111111111,True,2,resistor
0.48739495798319327,7.875,True,3,resistor
0.680672268907563,16.493055555555557,True,5,resistor
0.31932773109243695,5.736111111111111,True,0,resistor
0.28448275862068967,2.6458333333333335,True,0,resistor
0.6050420168067226,20.32638888888889,True,1,resistor
0.47058823529411764,4.131944444444445,True,3,resistor
0.4957983193277311,13.527777777777779,True,1,resistor
1.7017543859649122,5.354166666666667,True,1,resistor
0.28205128205128205,2.3819444444444446,True,3,resistor
0.3025210084033613,3.513888888888889,True,1,resistor
1.010989010989011,9.541666666666666,True,1,resistor
0.18421052631578946,5.076388888888889,True,4,resistor
0.8,11.666666666666666,True,2,resistor
1.0930232558139534,8.090277777777779,True,6,resistor
0.37815126050420167,9.5625,True,0,resistor
0.20869565217391303,3.9791666666666665,True,3,resistor
2.088888888888889,5.715277777777778,False,1,cap
1.355263157894737,4.416666666666667,False,2,cap
1.098901098901099,5.986111111111111,False,2,cap
2.2222222222222223,4.708333333333333,False,0,cap
1.28125,7.472222222222222,False,0,cap
1.2435897435897436,7.986111111111111,False,4,cap
1.8235294117647058,5.6875,False,1,cap
1.28,5.027777777777778,False,2,cap
1.5254237288135593,10.784722222222221,False,1,cap
0.3879310344827586,1.3680555555555556,False,4,cap
1.1830985915492958,9.777777777777779,False,2,cap
0.34782608695652173,0.5486111111111112,False,0,cap
1.3287671232876712,3.6527777777777777,False,1,cap
2.1702127659574466,2.0625,False,0,cap
2.372093023255814,2.5,False,1,cap
1.5333333333333334,7.506944444444445,False,1,cap
0.6283185840707964,5.743055555555555,False,2,cap
1.0574712643678161,6.875,False,2,cap
1.1948051948051948,6.770833333333333,False,2,cap
1.035294117647059,9.520833333333334,False,3,cap
0.3391304347826087,4.368055555555555,False,1,cap
1.041237113402062,4.305555555555555,False,4,cap
1.8148148148148149,3.8680555555555554,False,1,cap
1.1625,6.395833333333333,False,4,cap
1.6727272727272726,8.38888888888889,False,4,cap
1.6140350877192982,7.118055555555555,False,2,cap
1.4666666666666666,6.840277777777778,False,2,cap
1.3428571428571427,6.659722222222222,False,1,cap
1.2289156626506024,3.7569444444444446,False,3,cap
2.1020408163265305,3.6805555555555554,False,1,cap
1.7894736842105263,4.513888888888889,False,3,cap
1.2985074626865671,8.208333333333334,False,2,cap
1.0933333333333333,9.069444444444445,False,2,cap
0.5391304347826087,5.395833333333333,False,5,cap
0.9882352941176471,9.277777777777779,False,2,cap
0.46218487394957986,5.847222222222222,False,2,cap
0.44537815126050423,4.451388888888889,False,3,cap
1.2394366197183098,5.472222222222222,False,0,cap
1.9555555555555555,7.708333333333333,False,0,cap
1.7017543859649122,6.569444444444445,False,4,cap
1.7115384615384615,8.270833333333334,False,2,cap
1.5932203389830508,6.819444444444445,False,1,cap
1.2133333333333334,7.0,False,2,cap
0.7142857142857143,9.631944444444445,False,1,cap
1.4411764705882353,5.729166666666667,False,2,cap
1.0476190476190477,7.5,False,2,cap
1.3636363636363635,6.840277777777778,False,1,cap
1.2173913043478262,9.520833333333334,False,1,cap
1.1264367816091954,6.597222222222222,False,2,cap
0.6347826086956522,3.8680555555555554,False,2,cap
